"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0세","2026년06월_계_1세","2026년06월_계_2세","2026년06월_계_3세","2026년06월_계_4세","2026년06월_계_5세","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0세","2026년06월_남_1세","2026년06월_남_2세","2026년06월_남_3세","2026년06월_남_4세","2026년06월_남_5세","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0세","2026년06월_여_1세","2026년06월_여_2세","2026년06월_여_3세","2026년06월_여_4세","2026년06월_여_5세"
"인천광역시 강화군 서도면볼음출장소(2871042500)","266","2","0","0","1","0","1","0","145","0","0","0","0","0","0","0","121","2","0","0","1","0","1","0"
"인천광역시 옹진군 (2872000000)","19,340","289","51","45","47","42","50","54","11,025","137","26","25","21","15","23","27","8,315","152","25","20","26","27","27","27"
"인천광역시 옹진군 북도면(2872031000)","1,135","3","0","0","0","1","0","2","600","1","0","0","0","1","0","0","535","2","0","0","0","0","0","2"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","948","3","2","0","0","0","1","0","496","2","2","0","0","0","0","0","452","1","0","0","0","0","1","0"
"인천광역시 옹진군 백령면(2872033000)","4,442","118","23","16","21","19","21","18","2,594","51","10","8","11","5","7","10","1,848","67","13","8","10","14","14","8"
"인천광역시 옹진군 대청면(2872034000)","1,123","11","1","1","0","4","3","2","652","6","1","1","0","2","1","1","471","5","0","0","0","2","2","1"
"인천광역시 옹진군 대청면소청출장소(2872034500)","233","2","0","0","0","0","2","0","148","1","0","0","0","0","1","0","85","1","0","0","0","0","1","0"
"인천광역시 옹진군 덕적면(2872035000)","1,836","11","4","2","1","0","1","3","1,025","6","3","0","0","0","0","3","811","5","1","2","1","0","1","0"
"인천광역시 옹진군 영흥면(2872036000)","6,451","95","11","18","11","13","17","25","3,615","44","3","12","5","4","10","10","2,836","51","8","6","6","9","7","15"
"인천광역시 옹진군 자월면(2872037000)","927","8","2","0","3","1","2","0","500","6","1","0","2","1","2","0","427","2","1","0","1","0","0","0"
"인천광역시 옹진군 자월면이작출장소(2872037500)","358","3","1","0","0","1","0","1","189","2","0","0","0","1","0","1","169","1","1","0","0","0","0","0"
"인천광역시 옹진군 연평면(2872038000)","1,887","35","7","8","11","3","3","3","1,206","18","6","4","3","1","2","2","681","17","1","4","8","2","1","1"
"광주광역시  (2900000000)","1,385,460","42,597","6,978","6,565","6,220","7,046","7,605","8,183","683,328","21,716","3,566","3,294","3,159","3,641","3,847","4,209","702,132","20,881","3,412","3,271","3,061","3,405","3,758","3,974"
"광주광역시 동구 (2911000000)","105,200","3,725","654","653","554","559","661","644","51,441","1,912","341","330","291","282","341","327","53,759","1,813","313","323","263","277","320","317"
"광주광역시 동구 충장동(2911052500)","5,929","70","19","18","10","11","8","4","2,865","39","12","10","4","6","3","4","3,064","31","7","8","6","5","5","0"
"광주광역시 동구 동명동(2911054500)","3,421","18","5","6","0","1","5","1","1,761","8","3","3","0","0","2","0","1,660","10","2","3","0","1","3","1"
"광주광역시 동구 계림1동(2911056000)","9,717","561","97","117","97","85","87","78","5,078","295","49","62","54","47","47","36","4,639","266","48","55","43","38","40","42"
"광주광역시 동구 계림2동(2911057000)","14,117","918","155","161","139","135","169","159","6,800","475","84","84","70","59","89","89","7,317","443","71","77","69","76","80","70"
"광주광역시 동구 산수1동(2911059000)","7,466","227","40","43","37","21","52","34","3,692","112","20","22","14","11","28","17","3,774","115","20","21","23","10","24","17"
"광주광역시 동구 산수2동(2911060000)","9,136","234","34","38","33","32","41","56","4,412","116","15","17","19","18","15","32","4,724","118","19","21","14","14","26","24"
"광주광역시 동구 지산1동(2911062000)","3,896","43","2","4","9","12","8","8","2,022","20","1","3","3","5","5","3","1,874","23","1","1","6","7","3","5"
"광주광역시 동구 지산2동(2911063000)","4,015","33","6","4","2","5","7","9","2,076","10","1","2","1","1","2","3","1,939","23","5","2","1","4","5","6"
"광주광역시 동구 서남동(2911065500)","3,514","13","2","2","1","2","4","2","1,780","7","1","2","0","0","3","1","1,734","6","1","0","1","2","1","1"
"광주광역시 동구 학동(2911068500)","6,948","288","52","43","51","41","45","56","3,265","134","24","14","23","22","22","29","3,683","154","28","29","28","19","23","27"
"광주광역시 동구 학운동(2911071000)","10,326","134","21","17","14","27","23","32","4,820","67","9","7","8","13","14","16","5,506","67","12","10","6","14","9","16"
"광주광역시 동구 지원1동(2911073000)","8,680","320","64","57","45","51","49","54","4,220","172","39","25","31","27","25","25","4,460","148","25","32","14","24","24","29"
"광주광역시 동구 지원2동(2911074000)","18,035","866","157","143","116","136","163","151","8,650","457","83","79","64","73","86","72","9,385","409","74","64","52","63","77","79"
"광주광역시 서구 (2914000000)","274,624","7,117","1,135","1,105","1,025","1,188","1,275","1,389","134,238","3,638","578","562","517","600","652","729","140,386","3,479","557","543","508","588","623","660"
"광주광역시 서구 양동(2914057500)","2,662","28","4","6","5","4","3","6","1,284","18","2","5","4","2","0","5","1,378","10","2","1","1","2","3","1"
"광주광역시 서구 양3동(2914059000)","4,000","85","22","12","8","12","18","13","1,935","53","15","5","6","6","10","11","2,065","32","7","7","2","6","8","2"
"광주광역시 서구 농성1동(2914065000)","11,241","330","66","59","52","54","54","45","5,520","164","25","28","23","32","30","26","5,721","166","41","31","29","22","24","19"
"광주광역시 서구 농성2동(2914066000)","4,164","24","4","4","4","2","5","5","2,162","12","3","3","2","1","3","0","2,002","12","1","1","2","1","2","5"
"광주광역시 서구 광천동(2914073000)","4,926","225","48","45","19","35","43","35","2,472","112","28","24","5","19","13","23","2,454","113","20","21","14","16","30","12"
"광주광역시 서구 유덕동(2914074000)","9,809","247","43","34","31","44","51","44","5,056","141","24","18","17","20","30","32","4,753","106","19","16","14","24","21","12"
"광주광역시 서구 치평동(2914074500)","28,774","684","118","102","94","119","111","140","13,622","333","60","56","44","45","62","66","15,152","351","58","46","50","74","49","74"
"광주광역시 서구 상무1동(2914075100)","24,478","592","112","90","87","95","106","102","12,359","289","67","34","44","49","44","51","12,119","303","45","56","43","46","62","51"
"광주광역시 서구 상무2동(2914075200)","21,782","291","42","44","27","54","50","74","10,695","144","16","18","17","31","23","39","11,087","147","26","26","10","23","27","35"
"광주광역시 서구 화정1동(2914076000)","15,451","345","61","73","47","55","54","55","7,492","168","29","32","25","25","26","31","7,959","177","32","41","22","30","28","24"
"광주광역시 서구 화정2동(2914077000)","19,019","763","95","105","118","127","162","156","9,446","394","50","55","64","63","77","85","9,573","369","45","50","54","64","85","71"
"광주광역시 서구 화정3동(2914078000)","8,502","126","17","13","20","16","26","34","4,111","68","6","8","7","7","21","19","4,391","58","11","5","13","9","5","15"
"광주광역시 서구 화정4동(2914079000)","18,772","701","119","108","120","125","116","113","8,995","356","56","57","57","71","57","58","9,777","345","63","51","63","54","59","55"
"광주광역시 서구 서창동(2914080000)","7,170","274","32","44","39","44","57","58","3,688","126","11","22","20","16","30","27","3,482","148","21","22","19","28","27","31"
"광주광역시 서구 금호1동(2914082100)","20,863","646","101","96","89","114","116","130","9,926","356","63","54","48","57","77","57","10,937","290","38","42","41","57","39","73"
"광주광역시 서구 금호2동(2914082400)","25,488","703","112","115","107","106","114","149","12,390","359","50","57","50","64","58","80","13,098","344","62","58","57","42","56","69"
"광주광역시 서구 풍암동(2914083000)","32,740","703","91","93","106","132","130","151","16,096","373","51","53","58","71","60","80","16,644","330","40","40","48","61","70","71"
"광주광역시 서구 동천동(2914084000)","14,783","350","48","62","52","50","59","79","6,989","172","22","33","26","21","31","39","7,794","178","26","29","26","29","28","40"
"광주광역시 남구 (2915500000)","205,647","5,716","920","814","810","996","1,033","1,143","98,098","2,927","473","392","428","542","516","576","107,549","2,789","447","422","382","454","517","567"
"광주광역시 남구 양림동(2915551000)","6,077","80","7","15","11","12","16","19","2,714","36","2","6","6","8","4","10","3,363","44","5","9","5","4","12","9"
"광주광역시 남구 방림1동(2915552000)","6,114","201","43","27","32","30","38","31","2,893","100","28","10","13","15","19","15","3,221","101","15","17","19","15","19","16"
"광주광역시 남구 방림2동(2915553000)","8,853","243","40","32","40","36","37","58","4,127","123","16","16","23","21","19","28","4,726","120","24","16","17","15","18","30"
"광주광역시 남구 봉선1동(2915553700)","13,356","267","44","35","34","48","46","60","6,197","142","22","21","16","31","24","28","7,159","125","22","14","18","17","22","32"
"광주광역시 남구 봉선2동(2915553800)","27,220","678","80","76","71","103","144","204","12,654","350","43","37","35","61","73","101","14,566","328","37","39","36","42","71","103"
"광주광역시 남구 사직동(2915554500)","4,336","92","17","15","17","12","22","9","2,260","47","8","6","11","6","11","5","2,076","45","9","9","6","6","11","4"
"광주광역시 남구 월산동(2915560500)","10,963","504","107","90","75","88","81","63","5,465","269","60","47","39","49","45","29","5,498","235","47","43","36","39","36","34"
"광주광역시 남구 월산4동(2915563000)","7,475","67","7","10","5","15","14","16","3,834","32","5","3","2","8","5","9","3,641","35","2","7","3","7","9","7"
"광주광역시 남구 월산5동(2915564000)","5,440","43","8","5","5","7","8","10","2,712","23","6","1","2","3","3","8","2,728","20","2","4","3","4","5","2"
"광주광역시 남구 백운1동(2915567000)","11,101","231","40","29","34","40","39","49","5,172","132","22","14","20","27","22","27","5,929","99","18","15","14","13","17","22"
"광주광역시 남구 백운2동(2915568000)","6,688","210","52","32","26","36","35","29","3,309","103","23","17","18","21","12","12","3,379","107","29","15","8","15","23","17"
"광주광역시 남구 주월1동(2915569000)","20,013","548","100","79","89","94","78","108","9,584","281","49","37","45","52","42","56","10,429","267","51","42","44","42","36","52"
"광주광역시 남구 주월2동(2915570000)","6,880","87","16","10","9","17","12","23","3,363","45","7","5","4","10","6","13","3,517","42","9","5","5","7","6","10"
"광주광역시 남구 진월동(2915570500)","26,921","527","60","65","86","106","100","110","12,442","255","33","26","51","53","43","49","14,479","272","27","39","35","53","57","61"
"광주광역시 남구 효덕동(2915571000)","14,736","359","53","50","56","63","66","71","6,961","189","29","25","30","33","33","39","7,775","170","24","25","26","30","33","32"
"광주광역시 남구 송암동(2915572000)","20,443","1,134","175","160","142","204","239","214","9,990","583","81","83","77","105","119","118","10,453","551","94","77","65","99","120","96"
"광주광역시 남구 대촌동(2915573000)","9,031","445","71","84","78","85","58","69","4,421","217","39","38","36","39","36","29","4,610","228","32","46","42","46","22","40"
"광주광역시 북구 (2917000000)","416,783","13,232","2,202","2,065","1,928","2,128","2,352","2,557","205,951","6,792","1,144","1,055","976","1,105","1,211","1,301","210,832","6,440","1,058","1,010","952","1,023","1,141","1,256"
"광주광역시 북구 중흥1동(2917051000)","4,034","73","15","14","9","6","18","11","2,084","38","8","9","2","3","11","5","1,950","35","7","5","7","3","7","6"
"광주광역시 북구 중흥동(2917053500)","14,830","473","68","71","63","89","82","100","7,662","238","36","36","31","46","38","51","7,168","235","32","35","32","43","44","49"
"광주광역시 북구 중앙동(2917055500)","3,409","126","23","21","16","26","25","15","1,815","70","13","12","6","12","18","9","1,594","56","10","9","10","14","7","6"
"광주광역시 북구 임동(2917057000)","13,895","890","197","152","135","137","151","118","6,813","469","110","82","70","61","84","62","7,082","421","87","70","65","76","67","56"
"광주광역시 북구 신안동(2917058000)","11,751","290","59","37","48","46","58","42","6,206","142","30","13","26","24","28","21","5,545","148","29","24","22","22","30","21"
"광주광역시 북구 용봉동(2917059000)","35,707","821","112","117","124","128","164","176","17,684","411","55","56","66","71","85","78","18,023","410","57","61","58","57","79","98"
"광주광역시 북구 운암1동(2917060100)","17,439","465","66","65","68","76","91","99","8,361","237","30","26","33","36","59","53","9,078","228","36","39","35","40","32","46"
"광주광역시 북구 운암2동(2917060200)","10,295","155","32","27","20","14","31","31","5,154","81","16","14","11","9","13","18","5,141","74","16","13","9","5","18","13"
"광주광역시 북구 운암3동(2917060300)","19,282","1,036","185","170","146","175","178","182","9,344","555","105","84","86","106","90","84","9,938","481","80","86","60","69","88","98"
"광주광역시 북구 동림동(2917061500)","20,857","740","124","115","118","124","122","137","10,128","390","67","64","69","61","63","66","10,729","350","57","51","49","63","59","71"
"광주광역시 북구 우산동(2917062000)","15,263","622","96","107","88","85","127","119","7,441","331","56","57","50","44","56","68","7,822","291","40","50","38","41","71","51"
"광주광역시 북구 풍향동(2917063500)","4,855","139","29","19","18","24","16","33","2,419","72","21","9","11","10","6","15","2,436","67","8","10","7","14","10","18"
"광주광역시 북구 문화동(2917065000)","22,111","1,024","188","163","163","151","173","186","10,781","532","99","96","73","76","80","108","11,330","492","89","67","90","75","93","78"
"광주광역시 북구 문흥1동(2917065600)","14,094","254","39","35","29","41","54","56","6,784","145","21","18","16","23","35","32","7,310","109","18","17","13","18","19","24"
"광주광역시 북구 문흥2동(2917065700)","13,899","274","44","34","46","42","47","61","6,561","136","23","10","22","22","26","33","7,338","138","21","24","24","20","21","28"
"광주광역시 북구 두암1동(2917066100)","6,662","64","5","9","10","10","18","12","3,305","33","1","6","6","6","7","7","3,357","31","4","3","4","4","11","5"
"광주광역시 북구 두암2동(2917066200)","13,932","176","25","17","25","32","34","43","6,834","80","11","10","10","13","18","18","7,098","96","14","7","15","19","16","25"
"광주광역시 북구 두암3동(2917066300)","11,449","102","18","17","17","16","14","20","5,467","63","7","12","13","11","7","13","5,982","39","11","5","4","5","7","7"
"광주광역시 북구 삼각동(2917066600)","12,733","312","44","41","60","45","58","64","6,608","159","22","26","27","25","32","27","6,125","153","22","15","33","20","26","37"
"광주광역시 북구 일곡동(2917066900)","26,644","564","76","80","75","102","99","132","12,974","264","35","37","34","45","49","64","13,670","300","41","43","41","57","50","68"
"광주광역시 북구 매곡동(2917067300)","12,521","339","50","47","51","52","66","73","5,997","174","20","27","22","30","34","41","6,524","165","30","20","29","22","32","32"
"광주광역시 북구 오치1동(2917067600)","9,669","155","25","25","28","27","29","21","4,932","79","12","16","13","16","12","10","4,737","76","13","9","15","11","17","11"
"광주광역시 북구 오치2동(2917067700)","10,968","163","28","21","27","23","24","40","5,369","91","16","12","14","13","14","22","5,599","72","12","9","13","10","10","18"
"광주광역시 북구 석곡동(2917068500)","2,119","20","2","1","3","5","4","5","1,084","9","1","0","2","3","2","1","1,035","11","1","1","1","2","2","4"
"광주광역시 북구 건국동(2917069500)","22,234","1,107","185","167","153","197","188","217","11,160","569","96","81","77","101","104","110","11,074","538","89","86","76","96","84","107"
"광주광역시 북구 양산동(2917069600)","34,630","1,240","190","216","161","209","217","247","17,405","644","99","108","76","118","117","126","17,225","596","91","108","85","91","100","121"
"광주광역시 북구 신용동(2917069700)","31,501","1,608","277","277","227","246","264","317","15,579","780","134","134","110","120","123","159","15,922","828","143","143","117","126","141","158"
"광주광역시 광산구 (2920000000)","383,206","12,807","2,067","1,928","1,903","2,175","2,284","2,450","193,600","6,447","1,030","955","947","1,112","1,127","1,276","189,606","6,360","1,037","973","956","1,063","1,157","1,174"
"광주광역시 광산구 송정1동(2920051500)","9,674","164","19","28","20","24","43","30","4,956","90","9","17","14","11","19","20","4,718","74","10","11","6","13","24","10"
"광주광역시 광산구 송정2동(2920052500)","5,811","155","30","15","33","30","25","22","2,943","76","15","6","19","14","10","12","2,868","79","15","9","14","16","15","10"
"광주광역시 광산구 도산동(2920054000)","13,825","469","65","65","87","85","76","91","6,989","243","36","33","46","44","37","47","6,836","226","29","32","41","41","39","44"
"광주광역시 광산구 신흥동(2920055000)","3,948","84","10","18","13","13","18","12","1,968","51","7","11","9","8","8","8","1,980","33","3","7","4","5","10","4"
"광주광역시 광산구 어룡동(2920056500)","36,253","1,848","352","304","275","301","306","310","18,641","954","163","162","152","145","150","182","17,612","894","189","142","123","156","156","128"
"광주광역시 광산구 우산동(2920058000)","27,509","1,223","240","210","211","205","190","167","14,047","619","121","109","98","104","98","89","13,462","604","119","101","113","101","92","78"
"광주광역시 광산구 월곡1동(2920060000)","9,021","186","32","30","30","34","30","30","4,559","99","13","16","15","22","17","16","4,462","87","19","14","15","12","13","14"
"광주광역시 광산구 월곡2동(2920061000)","13,768","359","61","46","49","73","52","78","6,896","176","29","15","25","39","34","34","6,872","183","32","31","24","34","18","44"
"광주광역시 광산구 비아동(2920062000)","7,062","161","20","19","24","32","29","37","3,717","86","8","9","12","14","18","25","3,345","75","12","10","12","18","11","12"
"광주광역시 광산구 첨단1동(2920062400)","26,761","892","153","146","104","171","161","157","13,285","455","82","72","50","81","89","81","13,476","437","71","74","54","90","72","76"
"광주광역시 광산구 첨단2동(2920062600)","39,981","1,208","199","201","180","194","225","209","20,233","594","95","97","84","106","110","102","19,748","614","104","104","96","88","115","107"
"광주광역시 광산구 신가동(2920063000)","18,238","609","81","85","87","98","120","138","9,231","312","46","45","39","55","53","74","9,007","297","35","40","48","43","67","64"
"광주광역시 광산구 운남동(2920063500)","27,766","751","132","108","104","118","144","145","13,487","370","69","55","60","58","64","64","14,279","381","63","53","44","60","80","81"
"광주광역시 광산구 수완동(2920063700)","72,079","2,348","322","275","340","389","481","541","35,472","1,164","170","126","157","210","224","277","36,607","1,184","152","149","183","179","257","264"
"광주광역시 광산구 하남동(2920064000)","26,630","1,064","155","177","148","184","187","213","13,876","521","79","82","66","90","93","111","12,754","543","76","95","82","94","94","102"
"광주광역시 광산구 임곡동(2920065000)","1,811","10","2","0","4","0","2","2","960","5","1","0","2","0","1","1","851","5","1","0","2","0","1","1"
"광주광역시 광산구 동곡동(2920066000)","1,538","7","0","0","4","1","1","1","805","2","0","0","1","0","0","1","733","5","0","0","3","1","1","0"
